"Time"	"4 Im"	"9 10Vm+hr"
170.02250	5.707	-66.376
170.02255	5.699	-66.345
170.02260	5.699	-66.467
170.02265	5.705	-66.425
170.02270	5.737	-65.668
170.02275	5.776	-65.927
170.02280	5.831	-66.266
170.02285	5.892	-66.315
170.02290	5.882	-66.315
170.02295	5.848	-66.278
170.02300	5.804	-66.296
170.02305	5.750	-66.275
170.02310	5.725	-66.257
170.02315	5.723	-66.269
170.02320	5.731	-66.229
170.02325	5.735	-66.226
170.02330	5.751	-66.159
170.02335	5.769	-66.162
170.02340	5.809	-22.238
170.02345	5.861	-6.250
170.02350	5.901	-5.148
170.02355	5.936	-5.124
170.02360	5.898	-5.078
170.02365	5.858	-5.002
170.02370	5.796	-4.984
170.02375	5.743	-4.965
170.02380	5.749	-4.956
170.02385	5.762	-4.919
170.02390	5.773	-4.855
170.02395	5.782	-4.785
170.02400	5.778	-4.813
170.02405	5.791	-45.355
170.02410	5.822	-66.727
170.02415	5.862	-67.474
170.02420	5.905	-67.477
170.02425	5.906	-67.480
170.02430	5.869	-67.499
170.02435	5.822	-67.407
170.02440	5.775	-67.380
170.02445	5.753	-67.392
170.02450	5.761	-67.407
170.02455	5.762	-67.380
170.02460	5.763	-67.358
170.02465	5.768	-67.307
170.02470	5.768	-67.395
170.02475	5.805	-65.503
170.02480	5.849	-65.848
170.02485	5.890	-65.952
170.02490	5.927	-66.068
170.02495	5.883	-65.991
170.02500	5.833	-66.006
170.02505	5.773	-65.881
170.02510	5.714	-65.884
170.02515	5.702	-65.866
170.02520	5.710	-65.872
170.02525	5.711	-65.854
170.02530	5.713	-65.887
170.02535	5.715	-65.930
170.02540	5.735	-65.915
170.02545	5.776	-66.125
170.02550	5.827	-66.956
170.02555	5.883	-67.050
170.02560	5.896	-67.056
170.02565	5.864	-67.133
170.02570	5.815	-67.035
170.02575	5.759	-67.010
170.02580	5.729	-67.017
170.02585	5.722	-66.965
170.02590	5.731	-66.995
170.02595	5.746	-67.014
170.02600	5.746	-67.035
170.02605	5.762	-67.026
170.02610	5.792	-66.498
170.02615	5.829	-67.078
170.02620	5.875	-67.206
170.02625	5.915	-67.227
170.02630	5.885	-67.325
170.02635	5.846	-67.267
170.02640	5.802	-67.181
170.02645	5.757	-67.194
170.02650	5.749	-67.178
170.02655	5.753	-67.163
170.02660	5.757	-67.203
170.02665	5.756	-67.169
170.02670	5.759	-67.197
170.02675	5.784	-66.998
170.02680	5.818	-66.675
170.02685	5.858	-67.029
170.02690	5.905	-67.075
170.02695	5.912	-67.136
170.02700	5.868	-67.181
170.02705	5.822	-67.160
170.02710	5.760	-67.175
170.02715	5.734	-67.157
170.02720	5.733	-67.163
170.02725	5.734	-67.188
170.02730	5.740	-67.099
170.02735	5.742	-67.160
170.02740	5.746	-67.169
170.02745	5.785	-66.760
170.02750	5.828	-66.962
170.02755	5.867	-66.898
170.02760	5.909	-66.904
170.02765	5.883	-67.010
170.02770	5.825	-67.017
170.02775	5.775	-66.925
170.02780	5.725	-66.928
170.02785	5.715	-66.895
170.02790	5.722	-66.882
170.02795	5.733	-67.004
170.02800	5.736	-66.956
170.02805	5.738	-66.931
170.02810	5.758	-66.763
170.02815	5.789	-66.431
170.02820	5.832	-67.471
170.02825	5.881	-67.648
170.02830	5.900	-67.682
170.02835	5.870	-67.633
170.02840	5.833	-67.633
170.02845	5.795	-67.624
170.02850	5.759	-67.581
170.02855	5.763	-67.596
170.02860	5.773	-67.584
170.02865	5.765	-67.578
170.02870	5.765	-67.563
170.02875	5.758	-67.554
170.02880	5.776	-66.486
170.02885	5.815	-66.492
170.02890	5.860	-67.065
170.02895	5.908	-67.096
170.02900	5.892	-67.142
170.02905	5.851	-67.166
170.02910	5.799	-67.075
170.02915	5.742	-67.056
170.02920	5.725	-67.160
170.02925	5.716	-67.062
170.02930	5.712	-67.044
170.02935	5.718	-67.050
170.02940	5.724	-67.038
170.02945	5.752	-66.959
170.02950	5.790	-65.640
170.02955	5.838	-66.620
170.02960	5.894	-66.602
170.02965	5.922	-66.797
170.02970	5.880	-66.782
170.02975	5.839	-66.708
170.02980	5.774	-66.708
170.02985	5.718	-66.699
170.02990	5.721	-66.684
170.02995	5.712	-66.705
170.03000	5.725	-66.727
170.03005	5.731	-66.660
170.03010	5.743	-66.696
170.03015	5.784	-40.204
170.03020	5.828	-19.965
170.03025	5.884	-15.372
170.03030	5.927	-15.216
170.03035	5.926	-15.234
170.03040	5.891	-15.195
170.03045	5.837	-15.195
170.03050	5.792	-15.186
170.03055	5.767	-15.167
170.03060	5.769	-15.170
170.03065	5.768	-15.149
170.03070	5.770	-14.978
170.03075	5.764	-15.134
170.03080	5.764	-15.149
170.03085	5.802	-64.194
170.03090	5.834	-67.224
170.03095	5.884	-67.401
170.03100	5.920	-67.407
170.03105	5.883	-67.447
170.03110	5.835	-67.380
170.03115	5.784	-67.404
170.03120	5.734	-67.374
170.03125	5.728	-67.328
170.03130	5.738	-67.337
170.03135	5.741	-67.310
170.03140	5.746	-67.377
170.03145	5.750	-67.334
170.03150	5.771	-65.894
170.03155	5.812	-65.515
170.03160	5.855	-65.491
170.03165	5.912	-65.558
170.03170	5.915	-65.527
170.03175	5.876	-65.582
170.03180	5.830	-65.533
170.03185	5.772	-65.518
170.03190	5.737	-65.485
170.03195	5.748	-65.500
170.03200	5.749	-65.466
170.03205	5.750	-65.488
170.03210	5.757	-65.488
170.03215	5.761	-65.512
170.03220	5.796	-65.747
170.03225	5.842	-66.702
170.03230	5.883	-66.931
170.03235	5.929	-66.940
170.03240	5.887	-66.971
170.03245	5.834	-66.940
170.03250	5.788	-66.913
170.03255	5.731	-66.833
170.03260	5.732	-66.837
170.03265	5.738	-66.776
170.03270	5.738	-66.855
170.03275	5.736	-66.809
170.03280	5.731	-66.876
170.03285	5.754	-66.708
170.03290	5.784	-66.965
170.03295	5.834	-67.227
170.03300	5.886	-67.184
170.03305	5.904	-67.270
170.03310	5.868	-67.203
170.03315	5.827	-67.215
170.03320	5.777	-67.145
170.03325	5.737	-67.151
170.03330	5.749	-67.181
170.03335	5.747	-67.163
170.03340	5.745	-67.230
170.03345	5.745	-67.288
170.03350	5.751	-67.340
170.03355	5.775	-66.464
170.03360	5.819	-66.913
170.03365	5.875	-67.218
170.03370	5.917	-67.282
170.03375	5.890	-67.319
170.03380	5.848	-67.343
170.03385	5.798	-67.282
170.03390	5.756	-67.224
170.03395	5.756	-67.285
170.03400	5.764	-67.267
170.03405	5.764	-67.279
170.03410	5.755	-67.319
170.03415	5.749	-67.365
170.03420	5.762	-67.139
170.03425	5.810	-66.751
170.03430	5.866	-66.846
170.03435	5.914	-66.940
170.03440	5.925	-66.956
170.03445	5.884	-66.995
170.03450	5.824	-66.937
170.03455	5.778	-66.931
170.03460	5.746	-66.937
170.03465	5.747	-66.895
170.03470	5.754	-66.895
170.03475	5.750	-66.858
170.03480	5.740	-67.062
170.03485	5.740	-66.873
170.03490	5.775	-66.360
170.03495	5.811	-66.537
170.03500	5.874	-66.660
170.03505	5.924	-66.650
170.03510	5.910	-66.718
170.03515	5.866	-66.736
170.03520	5.817	-66.663
170.03525	5.773	-66.650
170.03530	5.758	-66.599
170.03535	5.771	-66.623
170.03540	5.779	-66.577
170.03545	5.779	-66.562
170.03550	5.780	-66.534
170.03555	5.792	-66.422
170.03560	5.825	-66.040
170.03565	5.863	-66.452
170.03570	5.916	-66.513
170.03575	5.937	-66.486
170.03580	5.873	-66.431
170.03585	5.832	-66.403
170.03590	5.769	-66.428
170.03595	5.725	-66.385
170.03600	5.750	-66.367
170.03605	5.744	-66.348
170.03610	5.748	-66.296
170.03615	5.744	-66.278
170.03620	5.739	-66.296
170.03625	5.770	-65.485
170.03630	5.813	-65.601
170.03635	5.866	-66.199
170.03640	5.925	-66.272
170.03645	5.919	-66.315
170.03650	5.879	-66.321
170.03655	5.836	-66.315
170.03660	5.783	-66.342
170.03665	5.769	-66.208
170.03670	5.767	-66.196
170.03675	5.769	-66.183
170.03680	5.765	-66.150
170.03685	5.764	-66.171
170.03690	5.782	-66.229
170.03695	5.824	-28.589
170.03700	5.883	-18.042
170.03705	5.929	-17.291
170.03710	5.957	-17.279
170.03715	5.913	-17.276
170.03720	5.866	-17.252
170.03725	5.818	-17.249
170.03730	5.769	-17.273
170.03735	5.782	-17.221
170.03740	5.781	-17.230
170.03745	5.777	-17.154
170.03750	5.778	-17.157
170.03755	5.777	-17.163
170.03760	5.807	-50.629
170.03765	5.840	-66.519
170.03770	5.891	-67.215
170.03775	5.938	-67.221
170.03780	5.929	-67.270
170.03785	5.878	-67.270
170.03790	5.832	-67.169
170.03795	5.773	-67.169
170.03800	5.743	-67.175
170.03805	5.753	-67.151
170.03810	5.763	-67.136
170.03815	5.760	-67.126
170.03820	5.760	-67.145
170.03825	5.760	-67.148
170.03830	5.789	-65.338
170.03835	5.841	-66.302
170.03840	5.892	-66.379
170.03845	5.936	-66.391
170.03850	5.905	-66.412
170.03855	5.864	-66.422
170.03860	5.816	-66.370
170.03865	5.773	-66.296
170.03870	5.775	-66.309
170.03875	5.780	-66.293
170.03880	5.781	-66.336
170.03885	5.780	-66.296
170.03890	5.782	-66.364
170.03895	5.801	-66.077
170.03900	5.835	-66.577
170.03905	5.889	-66.663
170.03910	5.946	-66.687
170.03915	5.942	-66.696
170.03920	5.893	-66.739
170.03925	5.848	-66.711
170.03930	5.780	-66.592
170.03935	5.748	-66.580
170.03940	5.760	-66.580
170.03945	5.762	-66.577
170.03950	5.762	-66.553
170.03955	5.771	-66.559
170.03960	5.773	-66.519
170.03965	5.795	-66.299
170.03970	5.840	-67.081
170.03975	5.890	-67.239
170.03980	5.947	-67.261
170.03985	5.928	-67.279
170.03990	5.890	-67.252
170.03995	5.838	-67.206
170.04000	5.777	-67.172
170.04005	5.768	-67.145
170.04010	5.768	-67.163
170.04015	5.777	-67.145
170.04020	5.786	-67.197
170.04025	5.783	-67.157
170.04030	5.806	-67.047
170.04035	5.842	-67.087
170.04040	5.882	-67.697
170.04045	5.928	-67.841
170.04050	5.934	-67.868
170.04055	5.892	-67.883
170.04060	5.840	-67.841
170.04065	5.788	-67.853
170.04070	5.758	-67.834
170.04075	5.758	-67.758
170.04080	5.760	-67.767
170.04085	5.758	-67.786
170.04090	5.753	-67.734
170.04095	5.755	-67.761
170.04100	5.790	-66.650
170.04105	5.836	-67.316
170.04110	5.895	-67.618
170.04115	5.947	-67.642
170.04120	5.917	-67.633
170.04125	5.876	-67.700
170.04130	5.818	-67.688
170.04135	5.764	-67.590
170.04140	5.763	-67.593
170.04145	5.756	-67.569
170.04150	5.756	-67.566
170.04155	5.760	-67.581
170.04160	5.753	-67.612
170.04165	5.780	-67.181
170.04170	5.818	-66.595
170.04175	5.862	-66.809
170.04180	5.913	-66.891
170.04185	5.928	-66.953
170.04190	5.887	-66.925
170.04195	5.836	-66.925
170.04200	5.790	-66.888
170.04205	5.746	-66.830
170.04210	5.750	-66.837
170.04215	5.748	-66.891
170.04220	5.744	-66.846
170.04225	5.744	-66.827
170.04230	5.738	-66.800
170.04235	5.781	-66.129
170.04240	5.828	-66.898
170.04245	5.886	-67.502
170.04250	5.951	-67.538
170.04255	5.931	-67.587
170.04260	5.900	-67.502
170.04265	5.858	-67.480
170.04270	5.810	-67.468
170.04275	5.788	-67.480
170.04280	5.790	-67.496
170.04285	5.790	-67.456
170.04290	5.782	-67.413
170.04295	5.789	-67.505
170.04300	5.799	-67.276
170.04305	5.827	-65.811
170.04310	5.864	-66.483
170.04315	5.914	-66.574
170.04320	5.934	-66.516
170.04325	5.901	-66.534
170.04330	5.859	-66.537
170.04335	5.806	-66.409
170.04340	5.760	-66.394
170.04345	5.763	-66.312
170.04350	5.772	-66.321
170.04355	5.780	-66.287
170.04360	5.791	-66.058
170.04365	5.788	-66.254
170.04370	5.810	-40.381
170.04375	5.848	-23.328
170.04380	5.898	-20.306
170.04385	5.952	-20.258
170.04390	5.952	-20.169
170.04395	5.909	-20.102
170.04400	5.855	-20.065
170.04405	5.791	-20.096
170.04410	5.760	-20.117
170.04415	5.762	-20.023
170.04420	5.770	-20.004
170.04425	5.771	-20.023
170.04430	5.773	-19.980
170.04435	5.774	-19.992
170.04440	5.807	-64.297
170.04445	5.850	-66.776
170.04450	5.905	-66.873
170.04455	5.954	-66.931
170.04460	5.915	-66.940
170.04465	5.867	-66.965
170.04470	5.813	-66.998
170.04475	5.750	-66.888
170.04480	5.746	-66.891
170.04485	5.753	-66.870
170.04490	5.750	-66.833
170.04495	5.755	-66.858
170.04500	5.759	-66.830
170.04505	5.778	-65.680
170.04510	5.822	-65.530
170.04515	5.873	-65.366
170.04520	5.933	-65.427
170.04525	5.923	-65.414
170.04530	5.881	-65.445
170.04535	5.829	-65.433
170.04540	5.767	-65.399
170.04545	5.745	-65.399
170.04550	5.755	-65.384
170.04555	5.757	-65.411
170.04560	5.759	-65.421
170.04565	5.759	-65.436
170.04570	5.756	-65.424
170.04575	5.783	-66.113
170.04580	5.829	-66.544
170.04585	5.895	-66.684
170.04590	5.949	-66.666
170.04595	5.921	-66.736
170.04600	5.876	-66.730
170.04605	5.814	-66.696
170.04610	5.747	-66.714
170.04615	5.740	-66.730
170.04620	5.745	-66.675
170.04625	5.750	-66.660
170.04630	5.756	-66.653
170.04635	5.754	-66.681
170.04640	5.775	-66.418
170.04645	5.805	-66.840
170.04650	5.853	-67.078
170.04655	5.910	-67.157
170.04660	5.921	-67.142
170.04665	5.887	-67.099
170.04670	5.834	-67.059
170.04675	5.776	-67.081
170.04680	5.739	-67.029
170.04685	5.746	-67.072
170.04690	5.756	-67.038
170.04695	5.758	-67.053
170.04700	5.765	-67.072
170.04705	5.766	-67.133
170.04710	5.807	-66.956
170.04715	5.854	-67.340
170.04720	5.908	-67.484
170.04725	5.972	-67.444
170.04730	5.944	-67.532
170.04735	5.896	-67.581
170.04740	5.836	-67.404
170.04745	5.769	-67.493
170.04750	5.758	-67.477
170.04755	5.764	-67.462
170.04760	5.772	-67.438
170.04765	5.788	-67.453
170.04770	5.791	-67.569
170.04775	5.811	-67.303
170.04780	5.845	-67.004
170.04785	5.891	-66.934
170.04790	5.933	-66.968
170.04795	5.946	-67.041
170.04800	5.905	-67.084
170.04805	5.854	-67.047
170.04810	5.798	-67.007
170.04815	5.756	-66.974
170.04820	5.759	-66.910
170.04825	5.768	-66.977
170.04830	5.774	-67.001
170.04835	5.775	-66.928
170.04840	5.771	-67.001
170.04845	5.796	-66.714
170.04850	5.834	-66.785
170.04855	5.886	-66.690
170.04860	5.944	-66.702
170.04865	5.920	-66.714
170.04870	5.881	-66.760
170.04875	5.839	-66.650
170.04880	5.785	-66.626
170.04885	5.787	-66.635
170.04890	5.795	-66.614
170.04895	5.792	-66.638
170.04900	5.798	-66.605
170.04905	5.786	-66.656
170.04910	5.804	-66.574
170.04915	5.847	-66.287
170.04920	5.891	-66.595
170.04925	5.940	-66.666
170.04930	5.957	-66.681
170.04935	5.909	-66.736
170.04940	5.851	-66.626
170.04945	5.796	-66.632
170.04950	5.759	-66.574
170.04955	5.752	-66.565
170.04960	5.765	-66.541
170.04965	5.774	-66.541
170.04970	5.766	-66.562
170.04975	5.762	-66.562
170.04980	5.790	-65.909
170.04985	5.834	-66.589
170.04990	5.878	-67.056
170.04995	5.952	-67.093
170.05000	5.942	-67.123
170.05005	5.897	-67.111
170.05010	5.844	-67.075
170.05015	5.791	-67.105
170.05020	5.768	-67.093
170.05025	5.782	-67.023
170.05030	5.797	-66.943
170.05035	5.808	-67.065
170.05040	5.814	-67.151
170.05045	5.822	-67.062
170.05050	5.852	-65.753
170.05055	5.887	-66.122
170.05060	5.931	-66.220
170.05065	5.961	-66.214
170.05070	5.922	-66.211
170.05075	5.881	-66.183
170.05080	5.826	-66.147
170.05085	5.778	-66.129
170.05090	5.782	-66.119
170.05095	5.775	-66.107
170.05100	5.778	-66.095
170.05105	5.777	-66.110
170.05110	5.785	-66.101
170.05115	5.820	-40.021
170.05120	5.866	-18.622
170.05125	5.919	-13.461
170.05130	5.971	-13.144
170.05135	5.961	-13.153
170.05140	5.916	-13.162
170.05145	5.858	-13.080
170.05150	5.803	-13.043
170.05155	5.769	-13.065
170.05160	5.769	-13.098
170.05165	5.774	-13.031
170.05170	5.778	-13.062
170.05175	5.781	-13.068
170.05180	5.786	-13.046
170.05185	5.817	-63.623
170.05190	5.861	-66.904
170.05195	5.913	-67.126
170.05200	5.960	-67.108
170.05205	5.930	-67.172
170.05210	5.883	-67.191
170.05215	5.826	-67.136
170.05220	5.780	-67.035
170.05225	5.779	-67.007
170.05230	5.783	-67.017
170.05235	5.793	-66.995
170.05240	5.782	-66.968
170.05245	5.778	-66.992
170.05250	5.801	-65.958
170.05255	5.843	-65.469
170.05260	5.904	-66.159
170.05265	5.958	-66.318
170.05270	5.966	-66.290
170.05275	5.921	-66.373
170.05280	5.871	-66.309
170.05285	5.825	-66.235
170.05290	5.791	-66.153
170.05295	5.794	-66.251
170.05300	5.801	-66.248
170.05305	5.802	-66.315
170.05310	5.802	-66.208
170.05315	5.818	-66.217
170.05320	5.848	-66.199
170.05325	5.884	-66.785
170.05330	5.933	-66.919
170.05335	5.971	-67.056
170.05340	5.932	-67.087
170.05345	5.880	-67.093
170.05350	5.826	-67.020
170.05355	5.770	-67.078
170.05360	5.762	-67.084
170.05365	5.762	-67.157
170.05370	5.763	-67.093
170.05375	5.754	-67.151
170.05380	5.757	-67.163
170.05385	5.775	-66.748
170.05390	5.828	-66.937
170.05395	5.881	-66.916
170.05400	5.941	-67.029
170.05405	5.957	-67.020
170.05410	5.908	-67.032
170.05415	5.855	-67.111
170.05420	5.799	-67.044
170.05425	5.758	-66.989
170.05430	5.769	-66.949
170.05435	5.775	-67.053
170.05440	5.788	-67.038
170.05445	5.777	-67.044
170.05450	5.776	-67.102
170.05455	5.806	-66.589
170.05460	5.840	-67.575
170.05465	5.904	-67.902
170.05470	5.964	-67.892
170.05475	5.937	-67.920
170.05480	5.902	-67.957
170.05485	5.846	-67.825
170.05490	5.793	-67.828
170.05495	5.788	-67.825
170.05500	5.787	-67.850
170.05505	5.789	-67.834
170.05510	5.806	-67.819
170.05515	5.799	-67.822
170.05520	5.818	-67.508
170.05525	5.863	-66.891
170.05530	5.892	-67.355
170.05535	5.948	-67.374
170.05540	5.969	-67.419
170.05545	5.929	-67.459
170.05550	5.884	-67.337
170.05555	5.831	-67.355
170.05560	5.787	-67.310
170.05565	5.784	-67.355
170.05570	5.788	-67.383
170.05575	5.781	-67.361
170.05580	5.779	-67.267
170.05585	5.788	-67.273
170.05590	5.820	-66.257
170.05595	5.863	-66.794
170.05600	5.916	-67.017
170.05605	5.962	-67.038
170.05610	5.945	-66.974
170.05615	5.912	-67.020
170.05620	5.876	-66.867
170.05625	5.835	-66.928
170.05630	5.831	-66.931
170.05635	5.843	-66.940
170.05640	5.848	-66.949
170.05645	5.849	-66.928
170.05650	5.850	-66.940
170.05655	5.860	-66.858
170.05660	5.894	-66.223
170.05665	5.932	-66.498
170.05670	5.964	-66.589
170.05675	5.990	-66.608
170.05680	5.943	-66.574
170.05685	5.895	-66.562
170.05690	5.853	-66.483
170.05695	5.805	-66.470
170.05700	5.798	-66.464
170.05705	5.799	-66.367
170.05710	5.801	-66.400
170.05715	5.786	-66.351
170.05720	5.783	-66.422
170.05725	5.808	-65.390
170.05730	5.843	-65.866
170.05735	5.904	-66.168
170.05740	5.964	-66.238
170.05745	5.947	-66.254
170.05750	5.910	-66.260
170.05755	5.870	-66.190
170.05760	5.821	-66.187
170.05765	5.804	-66.159
170.05770	5.809	-66.141
170.05775	5.804	-66.138
170.05780	5.807	-66.110
170.05785	5.809	-66.074
170.05790	5.829	-66.110
170.05795	5.877	-32.773
170.05800	5.920	-25.693
170.05805	5.971	-25.259
170.05810	6.014	-25.266
170.05815	5.968	-25.256
170.05820	5.912	-25.262
170.05825	5.836	-25.226
170.05830	5.764	-25.183
170.05835	5.764	-25.244
170.05840	5.765	-25.220
170.05845	5.783	-25.269
170.05850	5.787	-25.174
170.05855	5.787	-25.186
170.05860	5.809	-52.185
170.05865	5.840	-66.245
170.05870	5.897	-66.931
170.05875	5.948	-66.956
170.05880	5.957	-66.934
170.05885	5.926	-67.001
170.05890	5.879	-66.959
170.05895	5.829	-66.943
170.05900	5.798	-66.931
170.05905	5.803	-66.895
170.05910	5.804	-66.898
170.05915	5.803	-66.885
170.05920	5.802	-66.849
170.05925	5.810	-66.879
170.05930	5.843	-65.704
170.05935	5.888	-66.098
170.05940	5.937	-66.382
170.05945	5.980	-66.269
170.05950	5.944	-66.254
170.05955	5.897	-66.324
170.05960	5.847	-66.235
170.05965	5.793	-66.196
170.05970	5.789	-66.205
170.05975	5.796	-66.177
170.05980	5.796	-66.135
170.05985	5.794	-66.187
170.05990	5.796	-66.199
170.05995	5.816	-65.976
170.06000	5.851	-66.058
170.06005	5.907	-66.595
170.06010	5.958	-66.663
170.06015	5.975	-66.718
170.06020	5.949	-66.760
170.06025	5.896	-66.644
170.06030	5.845	-66.815
170.06035	5.803	-66.614
170.06040	5.798	-66.635
170.06045	5.802	-66.638
170.06050	5.810	-66.638
170.06055	5.809	-66.650
170.06060	5.819	-66.611
170.06065	5.857	-66.916
170.06070	5.892	-66.876
170.06075	5.937	-66.977
170.06080	5.986	-66.980
170.06085	5.943	-67.075
170.06090	5.895	-67.029
170.06095	5.844	-66.855
170.06100	5.793	-66.882
170.06105	5.780	-66.870
170.06110	5.801	-66.888
170.06115	5.809	-66.879
170.06120	5.811	-66.852
170.06125	5.814	-66.858
170.06130	5.821	-66.733
170.06135	5.857	-66.888
170.06140	5.896	-67.117
170.06145	5.953	-67.105
170.06150	5.976	-67.169
170.06155	5.937	-67.142
170.06160	5.904	-67.145
170.06165	5.858	-67.126
170.06170	5.824	-67.075
170.06175	5.833	-67.062
170.06180	5.838	-67.029
170.06185	5.837	-67.120
170.06190	5.829	-67.093
170.06195	5.830	-67.099
170.06200	5.856	-66.641
170.06205	5.892	-67.142
170.06210	5.946	-67.285
170.06215	5.993	-67.358
170.06220	5.969	-67.416
170.06225	5.928	-67.398
170.06230	5.869	-67.355
170.06235	5.819	-67.276
170.06240	5.801	-67.294
170.06245	5.815	-67.264
170.06250	5.814	-67.285
170.06255	5.817	-67.288
170.06260	5.820	-67.261
170.06265	5.825	-67.072
170.06270	5.857	-66.568
170.06275	5.903	-66.873
170.06280	5.958	-66.910
170.06285	5.982	-66.898
170.06290	5.943	-66.959
170.06295	5.900	-66.913
170.06300	5.843	-66.931
170.06305	5.800	-66.910
170.06310	5.809	-66.895
170.06315	5.809	-66.940
170.06320	5.823	-66.861
170.06325	5.824	-66.760
170.06330	5.829	-66.800
170.06335	5.856	-66.492
170.06340	5.890	-67.056
170.06345	5.936	-67.319
170.06350	5.981	-67.365
170.06355	5.962	-67.343
170.06360	5.918	-67.352
170.06365	5.871	-67.285
170.06370	5.821	-67.233
170.06375	5.803	-67.258
170.06380	5.800	-67.130
170.06385	5.796	-67.114
170.06390	5.795	-67.078
170.06395	5.793	-67.111
170.06400	5.814	-66.986
170.06405	5.851	-65.967
170.06410	5.898	-66.406
170.06415	5.946	-66.431
170.06420	5.979	-66.373
170.06425	5.947	-66.452
170.06430	5.900	-66.458
170.06435	5.853	-66.318
170.06440	5.809	-66.327
170.06445	5.806	-66.327
170.06450	5.812	-66.330
170.06455	5.818	-66.321
170.06460	5.824	-66.364
170.06465	5.830	-66.364
170.06470	5.859	-42.697
170.06475	5.900	-27.899
170.06480	5.944	-24.954
170.06485	6.003	-24.908
170.06490	5.991	-24.942
170.06495	5.951	-24.933
170.06500	5.898	-24.872
170.06505	5.839	-24.823
170.06510	5.807	-24.817
170.06515	5.808	-24.811
170.06520	5.812	-24.808
170.06525	5.806	-24.753
170.06530	5.807	-24.753
170.06535	5.813	-24.820
170.06540	5.841	-64.676
170.06545	5.891	-67.285
170.06550	5.954	-67.429
170.06555	5.994	-67.493
170.06560	5.962	-67.511
170.06565	5.921	-67.484
170.06570	5.869	-67.438
170.06575	5.814	-67.404
170.06580	5.814	-67.404
170.06585	5.818	-67.413
170.06590	5.812	-67.419
170.06595	5.817	-67.422
170.06600	5.824	-67.410
170.06605	5.846	-66.156
170.06610	5.888	-65.646
170.06615	5.936	-65.894
170.06620	5.983	-65.878
170.06625	5.977	-65.933
170.06630	5.934	-65.933
170.06635	5.878	-65.909
170.06640	5.821	-65.872
170.06645	5.781	-65.900
170.06650	5.797	-65.909
170.06655	5.794	-65.854
170.06660	5.796	-65.756
170.06665	5.795	-65.823
170.06670	5.796	-65.750
170.06675	5.829	-66.391
170.06680	5.875	-66.830
170.06685	5.944	-66.797
170.06690	5.997	-66.879
170.06695	5.966	-66.919
170.06700	5.926	-66.928
170.06705	5.868	-66.861
170.06710	5.810	-66.934
170.06715	5.812	-66.898
170.06720	5.819	-66.904
170.06725	5.816	-66.968
170.06730	5.815	-67.014
170.06735	5.804	-66.867
170.06740	5.824	-66.888
170.06745	5.861	-67.194
170.06750	5.911	-67.441
170.06755	5.977	-67.511
170.06760	5.982	-67.493
170.06765	5.948	-67.551
170.06770	5.911	-67.441
170.06775	5.859	-67.426
170.06780	5.829	-67.398
170.06785	5.838	-67.325
170.06790	5.826	-67.468
170.06795	5.825	-67.477
170.06800	5.819	-67.474
170.06805	5.829	-67.511
170.06810	5.867	-66.953
170.06815	5.907	-67.236
170.06820	5.950	-67.404
170.06825	5.986	-67.487
170.06830	5.949	-67.468
170.06835	5.904	-67.505
170.06840	5.863	-67.538
170.06845	5.814	-67.426
170.06850	5.806	-67.401
170.06855	5.808	-67.429
170.06860	5.804	-67.416
170.06865	5.804	-67.404
170.06870	5.805	-67.401
170.06875	5.821	-67.194
170.06880	5.860	-67.111
170.06885	5.922	-67.694
170.06890	5.981	-67.737
170.06895	6.003	-67.740
170.06900	5.973	-67.783
170.06905	5.916	-67.740
170.06910	5.858	-67.676
170.06915	5.826	-67.682
170.06920	5.821	-67.712
170.06925	5.841	-67.691
170.06930	5.847	-67.618
170.06935	5.845	-67.706
170.06940	5.851	-67.676
170.06945	5.869	-66.656
170.06950	5.913	-66.895
170.06955	5.940	-66.934
170.06960	5.987	-66.913
170.06965	5.967	-66.931
170.06970	5.922	-66.989
170.06975	5.904	-66.864
170.06980	5.854	-66.888
170.06985	5.842	-66.800
170.06990	5.844	-66.861
170.06995	5.839	-66.870
170.07000	5.834	-66.943
170.07005	5.832	-66.885
170.07010	5.842	-66.779
170.07015	5.869	-66.650
170.07020	5.914	-66.864
170.07025	5.963	-66.797
170.07030	5.989	-66.846
170.07035	5.953	-66.721
170.07040	5.909	-66.809
170.07045	5.852	-66.788
170.07050	5.812	-66.733
170.07055	5.809	-66.739
170.07060	5.811	-66.696
170.07065	5.815	-66.705
170.07070	5.810	-66.656
170.07075	5.817	-66.745
170.07080	5.847	-65.775
170.07085	5.882	-66.040
170.07090	5.944	-66.129
170.07095	5.994	-66.080
170.07100	5.982	-66.125
170.07105	5.948	-66.074
170.07110	5.889	-66.058
170.07115	5.838	-66.086
170.07120	5.828	-66.052
170.07125	5.832	-66.000
170.07130	5.846	-65.964
170.07135	5.857	-66.055
170.07140	5.857	-66.003
170.07145	5.872	-66.110
170.07150	5.917	-30.554
170.07155	5.959	-22.000
170.07160	6.005	-21.445
170.07165	6.033	-21.436
170.07170	5.990	-21.432
170.07175	5.938	-21.445
170.07180	5.879	-21.368
170.07185	5.827	-21.558
170.07190	5.824	-21.347
170.07195	5.829	-21.393
170.07200	5.835	-21.368
170.07205	5.833	-21.387
170.07210	5.830	-21.399
170.07215	5.854	-52.185
170.07220	5.890	-66.745
170.07225	5.945	-67.310
170.07230	6.001	-67.374
170.07235	5.998	-67.355
