"Time"	"4 Im"	"9 10Vm+hr"
166.75110	-0.017	-71.295
166.75115	-0.020	-71.323
166.75120	-0.025	-71.216
166.75125	-0.028	-71.301
166.75130	-0.027	-71.021
166.75135	-0.021	-70.889
166.75140	0.005	-70.868
166.75145	0.031	-70.877
166.75150	0.040	-70.883
166.75155	0.048	-70.825
166.75160	0.035	-70.834
166.75165	0.011	-70.908
166.75170	0.012	-70.801
166.75175	0.007	-70.911
166.75180	0.005	-70.865
166.75185	0.014	-70.908
166.75190	0.018	-70.856
166.75195	0.021	-70.752
166.75200	0.025	-70.850
166.75205	0.026	-70.700
166.75210	0.032	-70.734
166.75215	0.033	-70.718
166.75220	0.026	-70.706
166.75225	0.010	-70.743
166.75230	-0.013	-70.734
166.75235	-0.020	-70.694
166.75240	-0.021	-70.706
166.75245	-0.020	-70.691
166.75250	-0.019	-70.767
166.75255	-0.021	-70.746
166.75260	-0.022	-70.737
166.75265	-0.030	-70.956
166.75270	-0.013	-70.593
166.75275	0.002	-70.383
166.75280	0.016	-70.361
166.75285	0.025	-70.355
166.75290	0.026	-70.349
166.75295	0.010	-70.395
166.75300	-0.002	-70.352
166.75305	0.001	-70.309
166.75310	-0.003	-70.346
166.75315	0.000	-70.309
166.75320	-0.010	-70.349
166.75325	-0.015	-70.352
166.75330	-0.010	-70.459
166.75335	-0.010	-71.048
166.75340	0.010	-71.030
166.75345	0.029	-70.905
166.75350	0.036	-71.008
166.75355	0.041	-70.981
166.75360	0.025	-70.993
166.75365	0.019	-70.929
166.75370	0.008	-70.938
166.75375	0.001	-71.011
166.75380	-0.001	-71.011
166.75385	-0.004	-71.109
166.75390	0.004	-71.085
166.75395	0.009	-71.109
166.75400	0.017	-70.917
166.75405	0.028	-70.795
166.75410	0.033	-70.963
166.75415	0.045	-71.014
166.75420	0.028	-71.091
166.75425	0.022	-71.100
166.75430	0.001	-71.109
166.75435	-0.012	-71.176
166.75440	-0.015	-71.103
166.75445	-0.015	-71.124
166.75450	-0.016	-71.210
166.75455	-0.022	-71.167
166.75460	-0.032	-71.210
166.75465	-0.019	-71.130
166.75470	-0.017	-70.911
166.75475	0.005	-71.332
166.75480	0.028	-71.384
166.75485	0.036	-71.469
166.75490	0.031	-71.423
166.75495	0.019	-71.420
166.75500	-0.003	-71.420
166.75505	-0.004	-71.414
166.75510	-0.008	-71.417
166.75515	-0.010	-71.445
166.75520	-0.010	-71.436
166.75525	-0.023	-71.414
166.75530	-0.021	-71.469
166.75535	-0.019	-70.892
166.75540	-0.004	-71.027
166.75545	0.009	-70.956
166.75550	0.020	-70.953
166.75555	0.023	-70.898
166.75560	0.023	-70.892
166.75565	0.012	-70.959
166.75570	0.007	-70.932
166.75575	0.002	-70.926
166.75580	-0.001	-70.908
166.75585	-0.020	-70.947
166.75590	-0.015	-70.959
166.75595	-0.018	-70.950
166.75600	-0.011	-70.941
166.75605	0.005	-70.990
166.75610	-0.004	-70.618
166.75615	0.015	-70.605
166.75620	0.017	-70.572
166.75625	0.009	-70.514
166.75630	0.002	-70.535
166.75635	-0.014	-70.569
166.75640	-0.033	-70.483
166.75645	-0.044	-70.535
166.75650	-0.042	-70.474
166.75655	-0.039	-70.447
166.75660	-0.035	-70.468
166.75665	-0.031	-70.422
166.75670	-0.026	-70.770
166.75675	-0.018	-70.642
166.75680	-0.009	-70.547
166.75685	0.007	-70.526
166.75690	0.024	-70.535
166.75695	0.027	-70.511
166.75700	0.017	-70.529
166.75705	0.019	-70.526
166.75710	0.011	-70.526
166.75715	0.006	-70.471
166.75720	0.009	-70.508
166.75725	0.013	-70.490
166.75730	0.015	-70.508
166.75735	0.019	-70.438
166.75740	0.024	-70.752
166.75745	0.022	-70.911
166.75750	0.027	-70.853
166.75755	0.042	-70.810
166.75760	0.032	-70.779
166.75765	0.019	-70.847
166.75770	-0.000	-70.810
166.75775	-0.025	-70.840
166.75780	-0.029	-70.834
166.75785	-0.034	-70.816
166.75790	-0.035	-70.834
166.75795	-0.033	-70.844
166.75800	-0.032	-70.828
166.75805	-0.017	-70.825
166.75810	-0.010	-70.880
166.75815	0.011	-71.085
166.75820	0.029	-71.109
166.75825	0.025	-71.210
166.75830	-0.013	-71.082
166.75835	-0.028	-71.094
166.75840	-0.052	-71.082
166.75845	-0.061	-71.082
166.75850	-0.027	-71.060
166.75855	-0.026	-71.051
166.75860	-0.020	-71.060
166.75865	-0.021	-71.051
166.75870	-0.011	-71.112
166.75875	-0.010	-70.804
166.75880	-0.002	-70.801
166.75885	0.021	-70.847
166.75890	0.026	-70.892
166.75895	0.025	-70.813
166.75900	0.007	-70.807
166.75905	-0.014	-70.786
166.75910	-0.033	-70.819
166.75915	-0.044	-70.837
166.75920	-0.035	-70.801
166.75925	-0.038	-70.801
166.75930	-0.035	-70.850
166.75935	-0.031	-70.801
166.75940	-0.027	-70.837
166.75945	-0.029	-70.920
166.75950	-0.010	-71.011
166.75955	0.004	-71.011
166.75960	0.010	-70.926
166.75965	0.029	-70.956
166.75970	0.017	-70.984
166.75975	0.004	-70.935
166.75980	-0.002	-70.886
166.75985	-0.002	-70.941
166.75990	0.000	-70.923
166.75995	-0.004	-70.911
166.76000	0.002	-70.953
166.76005	0.002	-70.911
166.76010	-0.001	-70.721
166.76015	0.015	-70.831
166.76020	0.023	-70.761
166.76025	0.028	-70.819
166.76030	0.026	-70.813
166.76035	0.012	-70.810
166.76040	0.000	-70.706
166.76045	-0.017	-70.761
166.76050	-0.021	-70.786
166.76055	-0.022	-70.767
166.76060	-0.019	-70.782
166.76065	-0.015	-70.868
166.76070	-0.018	-70.767
166.76075	-0.006	-70.770
166.76080	-0.011	-70.767
166.76085	0.005	-70.895
166.76090	0.023	-70.898
166.76095	0.018	-70.901
166.76100	0.016	-70.850
166.76105	0.011	-70.911
166.76110	-0.003	-70.917
166.76115	0.003	-70.905
166.76120	0.005	-70.886
166.76125	0.004	-70.862
166.76130	-0.002	-70.944
166.76135	-0.009	-70.898
166.76140	-0.012	-70.886
166.76145	-0.001	-70.807
166.76150	0.008	-70.859
166.76155	0.016	-70.895
166.76160	0.027	-70.901
166.76165	0.025	-70.892
166.76170	0.018	-70.901
166.76175	0.000	-70.920
166.76180	-0.004	-70.935
166.76185	-0.013	-70.929
166.76190	-0.017	-70.883
166.76195	-0.021	-70.908
166.76200	-0.028	-70.926
166.76205	-0.028	-70.914
166.76210	-0.028	-70.956
166.76215	-0.028	-70.792
166.76220	-0.019	-70.877
166.76225	-0.003	-70.874
166.76230	0.010	-70.889
166.76235	0.007	-70.868
166.76240	0.018	-70.935
166.76245	0.003	-70.932
166.76250	-0.003	-70.850
166.76255	0.005	-70.828
166.76260	0.005	-70.935
166.76265	0.005	-70.874
166.76270	0.005	-70.898
166.76275	0.009	-70.905
166.76280	0.002	-70.697
166.76285	0.002	-70.963
166.76290	0.024	-71.179
166.76295	0.033	-71.213
166.76300	0.041	-71.219
166.76305	0.039	-71.091
166.76310	0.025	-71.228
166.76315	0.004	-71.176
166.76320	0.001	-71.204
166.76325	0.002	-71.198
166.76330	-0.006	-71.194
166.76335	0.004	-71.255
166.76340	0.006	-71.262
166.76345	0.005	-71.228
166.76350	0.011	-70.874
166.76355	0.023	-71.173
166.76360	0.030	-71.255
166.76365	0.032	-71.237
166.76370	0.033	-71.262
166.76375	0.022	-71.210
166.76380	0.003	-71.198
166.76385	-0.001	-71.152
166.76390	-0.003	-71.136
166.76395	-0.002	-71.097
166.76400	-0.001	-71.072
166.76405	0.003	-71.085
166.76410	0.003	-71.045
166.76415	0.005	-71.078
166.76420	0.014	-70.688
166.76425	0.029	-70.947
166.76430	0.048	-70.905
166.76435	0.052	-70.972
166.76440	0.048	-70.947
166.76445	0.029	-70.901
166.76450	0.011	-70.932
166.76455	0.002	-70.889
166.76460	0.001	-70.871
166.76465	0.011	-70.938
166.76470	0.008	-70.871
166.76475	0.020	-70.868
166.76480	0.025	-70.837
166.76485	0.021	-70.779
166.76490	0.019	-71.323
166.76495	0.021	-71.451
166.76500	0.024	-71.475
166.76505	0.013	-71.472
166.76510	0.006	-71.494
166.76515	-0.013	-71.460
166.76520	-0.031	-71.472
166.76525	-0.029	-71.463
166.76530	-0.037	-71.466
166.76535	-0.037	-71.524
166.76540	-0.035	-71.466
166.76545	-0.030	-71.509
166.76550	-0.015	-71.216
166.76555	-0.002	-70.822
166.76560	0.013	-70.746
166.76565	0.020	-70.776
166.76570	0.019	-70.795
166.76575	0.018	-70.789
166.76580	0.012	-70.813
166.76585	0.013	-70.834
166.76590	-0.001	-70.822
166.76595	-0.005	-70.810
166.76600	-0.002	-70.831
166.76605	-0.012	-70.825
166.76610	-0.009	-70.850
166.76615	-0.004	-70.828
166.76620	-0.004	-70.990
166.76625	-0.003	-70.779
166.76630	0.011	-70.920
166.76635	0.020	-70.853
166.76640	0.024	-70.828
166.76645	0.040	-70.905
166.76650	0.028	-70.920
166.76655	0.019	-70.901
166.76660	0.014	-70.908
166.76665	0.002	-70.847
166.76670	0.005	-70.874
166.76675	0.014	-70.926
166.76680	0.021	-70.880
166.76685	0.024	-70.874
166.76690	0.024	-71.027
166.76695	0.025	-70.880
166.76700	0.034	-70.844
166.76705	0.029	-70.868
166.76710	0.029	-70.874
166.76715	0.025	-70.837
166.76720	0.012	-70.859
166.76725	0.001	-70.987
166.76730	-0.003	-70.911
166.76735	-0.007	-70.923
166.76740	-0.013	-70.917
166.76745	-0.012	-70.950
166.76750	-0.009	-70.947
166.76755	-0.016	-71.066
166.76760	-0.016	-71.094
166.76765	0.000	-71.173
166.76770	0.011	-71.216
166.76775	0.017	-71.194
166.76780	0.012	-71.213
166.76785	0.009	-71.268
166.76790	-0.001	-71.167
166.76795	-0.002	-71.222
166.76800	0.008	-71.216
166.76805	-0.001	-71.188
166.76810	-0.012	-71.252
166.76815	-0.012	-71.259
166.76820	-0.014	-71.164
166.76825	-0.009	-70.773
166.76830	0.013	-70.981
166.76835	0.022	-71.100
166.76840	0.031	-71.140
166.76845	0.042	-71.133
166.76850	0.031	-71.136
166.76855	0.034	-71.161
166.76860	0.022	-71.149
166.76865	0.022	-71.146
166.76870	0.027	-71.100
166.76875	0.027	-71.140
166.76880	0.030	-71.161
166.76885	0.028	-71.118
166.76890	0.027	-70.944
166.76895	0.018	-70.883
166.76900	0.018	-70.651
166.76905	0.034	-70.624
166.76910	0.031	-70.609
166.76915	0.029	-70.609
166.76920	0.025	-70.627
166.76925	0.008	-70.679
166.76930	-0.002	-70.627
166.76935	-0.006	-70.670
166.76940	0.002	-70.636
166.76945	-0.007	-70.605
166.76950	-0.000	-70.630
166.76955	0.001	-70.627
166.76960	-0.007	-70.834
166.76965	-0.004	-70.865
166.76970	0.016	-70.853
166.76975	0.025	-70.871
166.76980	0.023	-70.883
166.76985	0.026	-70.865
166.76990	0.015	-70.740
166.76995	0.003	-70.856
166.77000	0.008	-70.853
166.77005	-0.000	-70.825
166.77010	-0.005	-70.834
166.77015	-0.008	-70.856
166.77020	-0.011	-70.886
166.77025	-0.006	-70.795
166.77030	-0.005	-70.978
166.77035	0.014	-70.810
166.77040	0.021	-70.825
166.77045	0.021	-70.847
166.77050	0.016	-70.850
166.77055	-0.003	-70.877
166.77060	-0.017	-70.840
166.77065	-0.019	-70.871
166.77070	-0.024	-70.856
166.77075	-0.017	-70.831
166.77080	-0.018	-70.880
166.77085	-0.014	-70.862
166.77090	-0.015	-70.844
166.77095	-0.024	-70.697
166.77100	-0.012	-70.575
166.77105	0.008	-70.651
166.77110	0.018	-70.596
166.77115	0.034	-70.581
166.77120	0.036	-70.544
166.77125	0.024	-70.526
166.77130	0.013	-70.569
166.77135	0.012	-70.557
166.77140	0.011	-70.529
166.77145	0.015	-70.563
166.77150	0.041	-70.612
166.77155	0.034	-70.569
166.77160	0.037	-70.569
166.77165	0.036	-70.822
166.77170	0.024	-70.670
166.77175	0.033	-70.633
166.77180	0.028	-70.663
166.77185	0.021	-70.663
166.77190	0.008	-70.648
166.77195	0.004	-70.648
166.77200	0.007	-70.676
166.77205	-0.005	-70.639
166.77210	-0.008	-70.621
166.77215	-0.019	-70.605
166.77220	-0.033	-70.605
166.77225	-0.022	-70.651
166.77230	-0.027	-70.850
166.77235	-0.009	-70.807
166.77240	0.008	-70.758
166.77245	0.019	-70.782
166.77250	0.023	-70.804
166.77255	0.015	-70.758
166.77260	-0.004	-70.813
166.77265	-0.024	-70.691
166.77270	-0.033	-70.779
166.77275	-0.038	-70.758
166.77280	-0.040	-70.737
166.77285	-0.032	-70.728
166.77290	-0.026	-70.691
166.77295	-0.017	-70.786
166.77300	-0.012	-70.691
166.77305	0.004	-70.471
166.77310	0.011	-70.499
166.77315	0.011	-70.480
166.77320	0.018	-70.483
166.77325	0.008	-70.544
166.77330	0.006	-70.447
166.77335	0.002	-70.465
166.77340	0.004	-70.468
166.77345	0.007	-70.480
166.77350	-0.003	-70.438
166.77355	-0.007	-70.456
166.77360	-0.007	-70.419
166.77365	-0.006	-70.770
166.77370	0.005	-70.801
166.77375	0.019	-70.801
166.77380	0.026	-70.786
166.77385	0.023	-70.837
166.77390	0.016	-70.877
166.77395	0.006	-70.929
166.77400	-0.007	-70.938
166.77405	-0.002	-71.002
166.77410	0.003	-70.932
166.77415	0.000	-70.978
166.77420	-0.001	-71.017
166.77425	0.000	-71.078
166.77430	-0.004	-71.027
166.77435	0.002	-70.868
166.77440	0.009	-70.898
166.77445	0.020	-70.944
166.77450	0.029	-70.938
166.77455	0.031	-70.917
166.77460	0.029	-70.987
166.77465	0.017	-70.920
166.77470	0.002	-71.014
166.77475	-0.006	-70.978
166.77480	-0.024	-71.002
166.77485	-0.025	-71.054
166.77490	-0.024	-71.060
166.77495	-0.020	-71.027
166.77500	-0.016	-70.728
166.77505	0.003	-70.700
166.77510	0.016	-70.728
166.77515	0.030	-70.746
166.77520	0.032	-70.740
166.77525	0.020	-70.718
166.77530	0.006	-70.694
166.77535	-0.008	-70.700
166.77540	-0.009	-70.715
166.77545	-0.012	-70.706
166.77550	-0.010	-70.786
166.77555	-0.016	-70.694
166.77560	-0.024	-70.703
166.77565	-0.020	-70.792
166.77570	-0.024	-70.584
166.77575	-0.005	-71.011
166.77580	0.017	-71.042
166.77585	0.018	-71.039
166.77590	0.024	-71.024
166.77595	0.006	-70.984
166.77600	-0.008	-71.033
166.77605	-0.025	-71.017
166.77610	-0.028	-71.014
166.77615	-0.028	-70.944
166.77620	-0.028	-71.021
166.77625	-0.023	-70.801
166.77630	-0.022	-70.963
166.77635	-0.025	-70.813
166.77640	-0.017	-70.709
166.77645	-0.001	-70.862
166.77650	0.017	-70.792
166.77655	0.026	-70.779
166.77660	0.029	-70.792
166.77665	0.017	-70.798
166.77670	-0.010	-70.801
166.77675	-0.016	-70.786
166.77680	-0.029	-70.825
166.77685	-0.025	-70.859
166.77690	-0.020	-70.825
166.77695	-0.013	-70.883
166.77700	-0.000	-70.840
166.77705	0.004	-70.587
166.77710	0.011	-70.804
166.77715	0.032	-70.871
166.77720	0.034	-70.831
166.77725	0.034	-70.715
166.77730	0.021	-70.792
166.77735	0.007	-70.776
166.77740	-0.008	-70.770
166.77745	-0.017	-70.697
166.77750	-0.006	-70.654
166.77755	-0.003	-70.700
166.77760	0.000	-70.734
166.77765	0.008	-70.660
166.77770	0.013	-70.474
166.77775	0.018	-70.746
166.77780	0.025	-71.021
166.77785	0.031	-71.072
166.77790	0.025	-71.078
166.77795	0.013	-71.011
166.77800	-0.003	-71.060
166.77805	-0.000	-71.051
166.77810	-0.004	-71.027
166.77815	0.012	-71.033
166.77820	0.019	-71.014
166.77825	0.005	-71.027
166.77830	0.006	-71.017
166.77835	-0.013	-71.024
166.77840	-0.010	-70.804
166.77845	-0.004	-70.712
166.77850	0.014	-70.670
166.77855	0.026	-70.691
166.77860	0.024	-70.685
166.77865	0.022	-70.703
166.77870	0.008	-70.673
166.77875	-0.004	-70.737
166.77880	-0.007	-70.697
166.77885	-0.023	-70.789
166.77890	-0.019	-70.700
166.77895	-0.018	-70.700
166.77900	-0.012	-70.712
166.77905	-0.006	-70.786
166.77910	0.001	-70.712
166.77915	0.009	-70.349
166.77920	0.026	-70.291
166.77925	0.038	-70.288
166.77930	0.033	-70.303
166.77935	0.025	-70.395
166.77940	0.009	-70.313
166.77945	-0.005	-70.319
166.77950	-0.007	-70.282
166.77955	-0.012	-70.306
166.77960	-0.004	-70.325
166.77965	-0.006	-70.288
166.77970	-0.006	-70.331
166.77975	-0.003	-70.529
166.77980	-0.004	-70.609
166.77985	0.017	-70.621
166.77990	0.029	-70.605
166.77995	0.029	-70.605
166.78000	0.016	-70.593
166.78005	0.003	-70.584
166.78010	-0.009	-70.618
166.78015	-0.012	-70.657
166.78020	-0.005	-70.630
166.78025	-0.001	-70.612
166.78030	-0.010	-70.636
166.78035	-0.010	-70.590
166.78040	-0.016	-70.605
166.78045	-0.010	-70.746
166.78050	0.001	-71.094
166.78055	0.019	-71.085
166.78060	0.032	-71.078
166.78065	0.038	-71.179
166.78070	0.031	-71.088
166.78075	0.018	-71.109
166.78080	0.004	-71.063
166.78085	-0.006	-71.121
166.78090	-0.012	-71.103
166.78095	-0.023	-71.097
166.78100	-0.025	-71.130
166.78105	-0.008	-71.149
166.78110	-0.003	-70.572
166.78115	0.007	-70.538
166.78120	0.035	-70.746
166.78125	0.037	-70.670
166.78130	0.034	-70.721
166.78135	0.020	-70.731
166.78140	-0.002	-70.676
166.78145	-0.025	-70.630
166.78150	-0.029	-70.743
166.78155	-0.028	-70.676
166.78160	-0.019	-70.724
166.78165	-0.014	-70.654
166.78170	-0.017	-70.718
166.78175	-0.015	-70.691
166.78180	-0.021	-70.245
166.78185	-0.007	-70.059
166.78190	0.015	-70.053
166.78195	0.030	-70.053
166.78200	0.035	-70.062
166.78205	0.021	-70.059
166.78210	0.002	-70.062
166.78215	-0.014	-70.093
166.78220	-0.010	-70.081
166.78225	-0.000	-70.038
166.78230	-0.005	-70.081
166.78235	0.001	-70.059
166.78240	-0.006	-70.084
166.78245	-0.004	-70.410
166.78250	0.004	-70.099
166.78255	0.016	-70.065
166.78260	0.029	-70.004
166.78265	0.024	-69.910
166.78270	0.008	-70.062
166.78275	-0.019	-69.992
166.78280	-0.039	-69.989
166.78285	-0.050	-69.983
166.78290	-0.054	-70.007
166.78295	-0.045	-70.035
166.78300	-0.046	-70.084
166.78305	-0.042	-70.029
166.78310	-0.042	-70.053
166.78315	-0.042	-70.288
166.78320	-0.020	-70.212
166.78325	-0.000	-70.206
166.78330	0.021	-70.218
166.78335	0.030	-70.230
166.78340	0.021	-70.245
166.78345	0.003	-70.303
166.78350	-0.005	-70.285
166.78355	-0.009	-70.264
166.78360	-0.001	-70.328
166.78365	0.004	-70.142
166.78370	0.002	-70.215
166.78375	0.013	-70.206
166.78380	0.007	-70.236
166.78385	0.015	-70.239
166.78390	0.024	-70.584
166.78395	0.037	-70.660
166.78400	0.035	-70.615
166.78405	0.025	-70.609
166.78410	0.017	-70.584
166.78415	-0.003	-70.499
166.78420	-0.004	-70.554
166.78425	-0.010	-70.486
166.78430	-0.016	-70.456
166.78435	-0.014	-70.450
166.78440	-0.019	-70.465
166.78445	-0.012	-70.416
166.78450	-0.008	-70.105
166.78455	0.005	-70.203
166.78460	0.017	-70.193
166.78465	0.029	-70.221
166.78470	0.034	-70.169
166.78475	0.021	-70.111
166.78480	0.013	-70.160
166.78485	-0.015	-70.154
166.78490	-0.020	-70.126
166.78495	-0.015	-70.142
166.78500	-0.017	-70.142
166.78505	-0.021	-70.169
166.78510	-0.019	-70.105
166.78515	-0.026	-70.248
166.78520	-0.019	-70.456
166.78525	0.004	-70.410
166.78530	0.030	-70.395
166.78535	0.035	-70.389
166.78540	0.040	-70.395
166.78545	0.017	-70.374
166.78550	-0.005	-70.358
166.78555	-0.014	-70.313
166.78560	-0.018	-70.352
166.78565	-0.007	-70.374
166.78570	-0.001	-70.328
166.78575	-0.001	-70.337
166.78580	-0.003	-70.358
166.78585	-0.013	-70.831
166.78590	0.005	-70.834
166.78595	0.021	-70.877
166.78600	0.036	-70.911
166.78605	0.044	-70.901
166.78610	0.023	-70.914
166.78615	0.006	-70.963
166.78620	-0.007	-70.935
166.78625	-0.003	-70.947
166.78630	0.003	-70.905
166.78635	0.007	-70.935
166.78640	0.002	-71.075
166.78645	0.002	-70.978
166.78650	0.002	-70.828
166.78655	0.002	-71.002
166.78660	0.014	-70.627
166.78665	0.027	-70.596
166.78670	0.024	-70.618
166.78675	0.018	-70.624
166.78680	0.009	-70.633
166.78685	-0.002	-70.654
166.78690	-0.006	-70.596
166.78695	-0.001	-70.612
166.78700	0.001	-70.633
166.78705	-0.014	-70.605
166.78710	-0.022	-70.602
166.78715	-0.025	-70.621
166.78720	-0.025	-70.786
166.78725	-0.004	-70.721
166.78730	0.015	-70.746
166.78735	0.031	-70.761
166.78740	0.046	-70.770
166.78745	0.048	-70.782
166.78750	0.029	-70.804
166.78755	0.014	-70.822
166.78760	0.010	-70.816
166.78765	0.005	-70.889
166.78770	0.006	-70.868
166.78775	0.004	-70.877
166.78780	-0.002	-70.886
166.78785	-0.007	-70.834
166.78790	0.005	-70.822
166.78795	0.018	-71.008
166.78800	0.033	-70.996
166.78805	0.029	-71.011
166.78810	0.022	-71.042
166.78815	0.009	-71.057
166.78820	-0.006	-71.002
166.78825	0.001	-71.051
166.78830	-0.009	-71.054
166.78835	-0.007	-71.060
166.78840	-0.004	-71.075
166.78845	-0.017	-71.118
166.78850	-0.010	-71.094
166.78855	-0.006	-70.795
166.78860	0.003	-70.999
166.78865	0.018	-71.259
166.78870	0.029	-71.234
166.78875	0.032	-71.240
166.78880	0.018	-71.249
166.78885	0.010	-71.265
166.78890	0.001	-71.259
166.78895	-0.005	-71.286
166.78900	0.005	-71.249
166.78905	-0.003	-71.259
166.78910	-0.005	-71.262
166.78915	-0.007	-71.265
166.78920	-0.012	-71.277
166.78925	-0.011	-71.027
166.78930	0.002	-71.445
166.78935	0.014	-71.536
166.78940	0.025	-71.445
166.78945	0.031	-71.490
166.78950	0.019	-71.494
166.78955	0.004	-71.512
166.78960	-0.012	-71.552
166.78965	-0.015	-71.558
166.78970	-0.009	-71.567
166.78975	-0.010	-71.564
166.78980	-0.007	-71.579
166.78985	-0.008	-71.503
166.78990	-0.005	-70.956
166.78995	-0.002	-70.908
166.79000	0.016	-71.066
166.79005	0.025	-71.082
166.79010	0.015	-71.082
166.79015	0.003	-71.048
166.79020	-0.009	-71.078
166.79025	-0.027	-71.115
166.79030	-0.031	-71.048
166.79035	-0.034	-71.167
166.79040	-0.036	-71.127
166.79045	-0.032	-71.115
166.79050	-0.022	-71.158
166.79055	-0.013	-71.182
166.79060	-0.007	-70.673
166.79065	0.003	-70.447
166.79070	0.021	-70.474
166.79075	0.021	-70.496
166.79080	0.019	-70.474
166.79085	0.010	-70.535
166.79090	-0.006	-70.450
166.79095	-0.014	-70.505
166.79100	-0.007	-70.490
166.79105	-0.012	-70.468
166.79110	-0.012	-70.477
