"Time"	"9 10Vm+hr"	"4 Im"
50.58265	-49.774	5.445
50.58270	-49.843	5.438
50.58275	-49.866	5.447
50.58281	-49.988	5.443
50.58285	-49.866	5.445
50.58290	-49.896	5.426
50.58295	-49.995	5.441
50.58301	-49.973	5.418
50.58305	-50.095	5.421
50.58310	-50.163	5.417
50.58315	-50.430	5.410
50.58321	-50.400	5.412
50.58326	-49.995	5.422
50.58330	-49.995	5.421
50.58335	-50.179	5.433
50.58340	-50.247	5.393
50.58346	-50.240	5.401
50.58350	-50.301	5.397
50.58355	-50.728	5.404
50.58360	-50.850	5.424
50.58366	-50.110	5.426
50.58370	-50.049	5.409
50.58375	-50.232	5.404
50.58380	-50.392	5.406
50.58386	-50.041	5.415
50.58390	-49.942	5.411
50.58395	-50.316	5.423
50.58400	-50.484	5.423
50.58405	-50.644	5.430
50.58411	-50.812	5.435
50.58415	-50.652	5.442
50.58420	-50.743	5.432
50.58425	-50.751	5.435
50.58431	-50.964	5.431
50.58435	-50.560	5.424
50.58440	-50.522	5.419
50.58445	-50.400	5.419
50.58451	-50.507	5.416
50.58455	-50.903	5.410
50.58460	-51.125	5.413
50.58465	-50.606	5.419
50.58471	-50.713	5.416
50.58476	-50.438	5.424
50.58480	-50.499	5.419
50.58485	-50.522	5.426
50.58490	-50.507	5.412
50.58496	-50.507	5.470
50.58500	-50.659	5.460
50.58505	-50.697	5.451
50.58510	-50.972	5.460
50.58516	-50.560	5.413
50.58520	-50.613	5.413
50.58525	-50.827	5.415
50.58530	-51.178	5.420
50.58536	-50.766	5.418
50.58540	-50.911	5.422
50.58545	-50.468	5.428
50.58550	-50.423	5.422
50.58555	-50.385	5.410
50.58561	-50.522	5.413
50.58565	-50.179	5.414
50.58570	-50.491	5.416
50.58575	-50.430	5.427
50.58581	-50.705	5.430
50.58585	-50.377	5.432
50.58590	-50.545	5.443
50.58595	-50.346	5.443
50.58601	-50.468	5.436
50.58605	-50.377	5.431
50.58610	-50.545	5.415
50.58615	-50.171	5.404
50.58621	-50.095	5.400
50.58625	-50.018	5.396
50.58630	-50.194	5.410
50.58635	-50.140	5.412
50.58640	-50.522	5.418
50.58646	-50.217	5.429
50.58650	-50.026	5.372
50.58655	-49.896	5.369
50.58660	-50.018	5.369
50.58666	-49.934	5.364
50.58670	-49.843	5.413
50.58675	-49.789	5.432
50.58680	-50.041	5.435
50.58686	-50.072	5.434
50.58690	-50.377	5.427
50.58695	-50.232	5.426
50.58700	-50.072	5.429
50.58705	-49.934	5.426
50.58711	-50.262	5.430
50.58715	-49.995	5.425
50.58720	-50.133	5.426
50.58725	-49.896	5.430
50.58731	-49.828	5.431
50.58735	-49.675	5.422
50.58740	-49.767	5.424
50.58745	-49.675	5.411
50.58751	-50.079	5.419
50.58755	-49.873	5.418
50.58760	-49.927	5.419
50.58765	-49.835	5.414
50.58771	-49.522	5.417
50.58775	-49.568	5.415
50.58780	-49.759	5.424
50.58785	-49.652	5.420
50.58790	-49.751	5.432
50.58796	-49.782	5.417
50.58800	-49.904	5.418
50.58805	-49.843	5.470
50.58810	-49.751	5.484
50.58816	-49.675	5.477
50.58820	-49.797	5.482
50.58825	-49.690	5.456
50.58830	-50.316	5.424
50.58836	-50.041	5.414
50.58840	-49.911	5.423
50.58845	-49.782	5.418
50.58850	-50.110	5.412
50.58855	-49.950	5.413
50.58861	-49.965	5.420
50.58865	-49.904	5.418
50.58870	-49.767	5.436
50.58875	-49.667	5.430
50.58881	-49.469	5.431
50.58885	-49.416	5.421
50.58890	-49.957	5.417
50.58895	-49.988	5.406
50.58901	-49.751	5.419
50.58905	-49.736	5.412
50.58910	-50.018	5.423
50.58915	-50.125	5.417
50.58921	-49.988	5.427
50.58925	-50.011	5.412
50.58930	-49.828	5.417
50.58935	-49.774	5.399
50.58940	-50.186	5.402
50.58946	-50.171	5.397
50.58950	-49.957	5.397
50.58955	-49.805	5.397
50.58960	-49.911	5.401
50.58966	-49.919	5.379
50.58970	-49.843	5.382
50.58975	-49.789	5.373
50.58980	-49.713	5.395
50.58986	-49.744	5.410
50.58990	-49.858	5.425
50.58995	-49.919	5.425
50.59000	-49.660	5.424
50.59006	-49.576	5.408
50.59011	-49.980	5.414
50.59015	-49.973	5.405
50.59020	-49.690	5.421
50.59025	-49.698	5.416
50.59031	-49.667	5.425
50.59035	-49.690	5.411
50.59040	-50.087	5.409
50.59045	-50.171	5.398
50.59051	-49.652	5.399
50.59055	-49.637	5.388
50.59060	-49.942	5.388
50.59065	-50.011	5.386
50.59071	-50.011	5.387
50.59075	-50.026	5.387
50.59080	-49.675	5.407
50.59085	-49.690	5.400
50.59090	-49.698	5.418
50.59096	-49.789	5.411
50.59100	-49.355	5.410
50.59105	-49.347	5.406
50.59110	-49.324	5.401
50.59116	-49.316	5.393
50.59120	-49.561	5.404
50.59125	-49.644	5.394
50.59130	-49.271	5.415
50.59136	-49.187	5.409
50.59140	-49.248	5.417
50.59145	-49.416	5.412
50.59150	-49.637	5.423
50.59156	-49.759	5.415
50.59160	-49.797	5.421
50.59165	-49.995	5.414
50.59170	-49.942	5.411
50.59175	-50.049	5.408
50.59181	-49.454	5.403
50.59185	-49.591	5.402
50.59190	-49.355	5.406
50.59195	-49.385	5.408
50.59201	-49.515	5.416
50.59205	-49.614	5.398
50.59210	-49.255	5.406
50.59215	-49.286	5.404
50.59221	-49.377	5.407
50.59225	-49.484	5.408
50.59230	-49.355	5.393
50.59235	-49.515	5.387
50.59240	-49.263	5.383
50.59246	-49.339	5.390
50.59250	-49.004	5.406
50.59255	-48.882	5.405
50.59260	-48.691	5.413
50.59266	-48.676	5.408
50.59270	-48.988	5.427
50.59275	-49.232	5.409
50.59280	-48.866	5.421
50.59286	-48.843	5.411
50.59290	-48.660	5.406
50.59295	-48.714	5.416
50.59300	-48.889	5.411
50.59306	-49.210	5.412
50.59310	-48.737	5.414
50.59315	-48.714	5.414
50.59320	-48.759	5.406
50.59325	-48.950	5.405
50.59331	-48.798	5.394
50.59335	-48.798	5.397
50.59340	-48.630	5.400
50.59345	-48.790	5.404
50.59351	-48.256	5.407
50.59355	-48.210	5.400
50.59360	-48.233	5.402
50.59365	-48.447	5.396
50.59371	-48.119	5.394
50.59375	-48.233	5.395
50.59380	-48.294	5.396
50.59385	-48.508	5.398
50.59390	-48.470	5.406
50.59396	-48.820	5.412
50.59400	-48.538	5.411
50.59405	-48.393	5.412
50.59410	-48.355	5.402
50.59416	-48.607	5.400
50.59420	-48.370	5.398
50.59425	-48.515	5.405
50.59430	-48.378	5.419
50.59436	-48.462	5.423
50.59440	-48.180	5.417
50.59445	-48.073	5.412
50.59450	-48.035	5.398
50.59456	-48.477	5.390
50.59460	-48.340	5.398
50.59465	-48.500	5.400
50.59470	-48.157	5.403
50.59475	-47.638	5.409
50.59481	-47.745	5.410
50.59485	-48.042	5.411
50.59490	-47.913	5.410
50.59495	-48.058	5.407
50.59501	-47.951	5.400
50.59505	-47.798	5.403
50.59510	-47.722	5.405
50.59515	-48.187	5.410
50.59521	-47.958	5.398
50.59525	-48.141	5.401
50.59530	-48.050	5.386
50.59535	-48.347	5.388
50.59541	-48.210	5.384
50.59546	-48.019	5.390
50.59550	-48.019	5.380
50.59555	-48.035	5.383
50.59560	-48.065	5.378
50.59566	-48.187	5.379
50.59570	-48.004	5.373
50.59575	-47.867	5.377
50.59580	-47.714	5.371
50.59586	-47.699	5.381
50.59590	-47.585	5.384
50.59595	-47.699	5.391
50.59600	-47.661	5.385
50.59606	-48.279	5.397
50.59610	-48.149	5.381
50.59615	-47.958	5.398
50.59620	-47.859	5.401
50.59625	-47.867	5.415
50.59631	-47.821	5.408
50.59635	-48.409	5.405
50.59640	-48.355	5.396
50.59645	-48.409	5.392
50.59651	-48.355	5.383
50.59655	-48.378	5.396
50.59660	-48.347	5.388
50.59665	-48.058	5.392
50.59671	-48.058	5.389
50.59675	-48.958	5.396
50.59680	-49.019	5.393
50.59685	-48.691	5.406
50.59691	-48.668	5.397
50.59696	-48.592	5.404
50.59700	-48.515	5.399
50.59705	-49.042	5.399
50.59710	-48.813	5.394
50.59716	-48.508	5.412
50.59720	-48.447	5.399
50.59725	-48.210	5.411
50.59730	-48.157	5.398
50.59736	-48.759	5.391
50.59740	-48.782	5.382
50.59745	-49.103	5.393
50.59750	-49.164	5.393
50.59756	-49.088	5.404
50.59760	-49.110	5.405
50.59765	-48.943	5.410
50.59770	-48.927	5.397
50.59775	-48.820	5.406
50.59781	-48.790	5.401
50.59785	-48.973	5.415
50.59790	-48.981	5.405
50.59795	-48.599	5.415
50.59801	-48.706	5.398
50.59805	-48.920	5.398
50.59810	-48.897	5.392
50.59815	-49.141	5.397
50.59821	-49.202	5.390
50.59825	-48.973	5.392
50.59830	-48.943	5.385
50.59835	-49.210	5.383
50.59841	-49.255	5.388
50.59845	-49.179	5.401
50.59850	-49.294	5.392
50.59855	-49.240	5.398
50.59860	-49.301	5.385
50.59866	-49.095	5.386
50.59870	-49.164	5.384
50.59875	-49.194	5.398
50.59880	-49.202	5.395
50.59886	-49.294	5.406
50.59890	-49.377	5.398
50.59895	-48.912	5.412
50.59900	-48.965	5.400
50.59906	-49.255	5.407
50.59910	-49.431	5.390
50.59915	-49.301	5.392
50.59920	-49.286	5.384
50.59925	-49.652	5.388
50.59931	-49.843	5.382
50.59935	-49.347	5.377
50.59940	-49.301	5.372
50.59945	-49.530	5.378
50.59951	-49.706	5.380
50.59955	-49.454	5.391
50.59960	-49.522	5.384
50.59965	-49.774	5.385
50.59971	-49.828	5.374
50.59975	-49.759	5.377
50.59980	-49.957	5.372
50.59985	-49.629	5.384
50.59991	-49.622	5.386
50.59995	-49.667	5.392
50.60000	-49.812	5.390
50.60005	-49.942	5.395
50.60010	-50.102	5.391
50.60016	-49.553	5.405
50.60020	-49.553	5.395
50.60025	-49.522	5.391
50.60030	-49.637	5.383
50.60036	-49.652	5.362
50.60040	-49.782	5.360
50.60045	-49.751	5.367
50.60050	-49.789	5.355
50.60056	-49.370	5.351
50.60060	-49.294	5.340
50.60065	-49.278	5.341
50.60070	-49.301	5.354
50.60075	-49.400	5.372
50.60081	-49.553	5.387
50.60085	-49.362	5.393
50.60090	-49.278	5.379
50.60095	-49.187	5.382
50.60101	-49.385	5.379
50.60105	-49.538	5.374
50.60110	-49.812	5.378
50.60115	-49.416	5.376
50.60121	-49.454	5.370
50.60125	-49.255	5.371
50.60130	-49.446	5.376
50.60135	-49.438	5.379
50.60141	-49.576	5.378
50.60145	-49.377	5.380
50.60150	-49.393	5.381
50.60155	-49.118	5.386
50.60160	-49.095	5.393
50.60166	-49.179	5.396
50.60170	-49.408	5.394
50.60175	-49.416	5.383
50.60180	-49.591	5.379
50.60186	-49.446	5.381
50.60190	-49.774	5.389
50.60195	-49.454	5.380
50.60200	-49.660	5.386
50.60206	-49.393	5.376
50.60210	-49.507	5.362
50.60215	-49.149	5.438
50.60220	-49.110	5.435
50.60226	-48.996	5.435
50.60231	-49.187	5.441
50.60235	-48.950	5.373
50.60240	-49.118	5.361
50.60245	-49.042	5.373
50.60251	-49.377	5.378
50.60255	-49.133	5.383
50.60260	-49.263	5.385
50.60265	-49.171	5.386
50.60271	-49.309	5.393
50.60275	-49.271	5.391
50.60280	-48.988	5.395
50.60285	-48.943	5.383
50.60291	-49.530	5.385
50.60295	-49.248	5.369
50.60300	-49.675	5.371
50.60305	-49.370	5.364
50.60310	-48.645	5.373
50.60316	-48.538	5.378
50.60320	-48.706	5.390
50.60325	-48.782	5.387
50.60330	-49.034	5.404
50.60336	-49.057	5.403
50.60340	-49.301	5.394
50.60345	-49.118	5.390
50.60350	-49.042	5.386
50.60356	-48.904	5.378
50.60360	-48.477	5.383
50.60365	-48.447	5.383
50.60370	-48.393	5.385
50.60376	-48.317	5.375
50.60381	-48.668	5.375
50.60385	-48.500	5.360
50.60390	-48.676	5.375
50.60395	-48.561	5.376
50.60401	-48.630	5.397
50.60405	-48.508	5.392
50.60410	-48.996	5.393
50.60415	-48.843	5.391
50.60421	-48.645	5.399
50.60425	-48.523	5.395
50.60430	-48.607	5.410
50.60435	-48.561	5.395
50.60441	-49.278	5.387
50.60445	-49.217	5.380
50.60450	-49.194	5.380
50.60455	-49.179	5.372
50.60460	-48.477	5.375
50.60466	-48.470	5.360
50.60470	-48.248	5.369
50.60475	-48.126	5.368
50.60480	-48.782	5.390
50.60486	-48.828	5.387
50.60490	-48.981	5.396
50.60495	-48.477	5.387
50.60500	-48.424	5.391
50.60506	-48.409	5.382
50.60510	-48.508	5.392
50.60515	-48.424	5.379
50.60520	-48.836	5.386
50.60526	-48.882	5.376
50.60530	-48.325	5.387
50.60535	-48.271	5.377
50.60540	-48.325	5.378
50.60545	-48.302	5.374
50.60551	-48.805	5.379
50.60555	-48.805	5.377
50.60560	-49.225	5.384
50.60565	-49.240	5.377
50.60571	-48.698	5.378
50.60575	-48.691	5.360
50.60580	-49.156	5.366
50.60585	-49.232	5.364
50.60591	-48.386	5.377
50.60595	-48.241	5.377
50.60600	-48.836	5.391
50.60605	-48.866	5.380
50.60610	-48.477	5.388
50.60616	-48.531	5.381
50.60620	-48.752	5.385
50.60625	-48.767	5.382
50.60630	-48.546	5.396
50.60636	-48.523	5.390
50.60640	-48.988	5.401
50.60645	-48.981	5.386
50.60650	-48.714	5.380
50.60656	-48.744	5.366
50.60660	-49.164	5.360
50.60665	-49.339	5.366
50.60670	-49.141	5.370
50.60676	-49.156	5.370
50.60680	-49.095	5.383
50.60685	-49.110	5.377
50.60690	-48.889	5.389
50.60695	-48.889	5.384
50.60701	-49.004	5.388
50.60705	-49.088	5.376
50.60710	-48.935	5.383
50.60715	-48.889	5.378
50.60721	-48.782	5.391
50.60725	-48.790	5.382
50.60730	-49.316	5.386
50.60735	-49.538	5.373
50.60741	-48.798	5.371
50.60745	-48.775	5.368
50.60750	-48.500	5.380
50.60755	-48.477	5.381
50.60761	-48.752	5.396
50.60766	-48.882	5.387
50.60770	-49.294	5.389
50.60775	-49.568	5.384
50.60780	-48.653	5.377
50.60786	-48.401	5.371
50.60790	-48.721	5.376
50.60795	-49.011	5.371
50.60800	-48.698	5.379
50.60806	-48.782	5.382
50.60810	-49.057	5.383
50.60815	-49.324	5.383
50.60820	-48.950	5.377
50.60826	-49.019	5.373
50.60830	-48.744	5.374
50.60835	-48.706	5.372
50.60840	-48.874	5.368
50.60845	-49.225	5.370
50.60851	-49.088	5.376
50.60855	-49.141	5.369
50.60860	-48.798	5.382
50.60865	-48.744	5.377
50.60871	-48.904	5.389
50.60875	-48.950	5.387
50.60880	-49.019	5.391
50.60885	-49.355	5.392
50.60891	-49.156	5.384
50.60895	-49.255	5.383
50.60900	-49.103	5.380
50.60905	-49.309	5.376
50.60911	-48.965	5.373
50.60916	-49.179	5.371
50.60920	-48.874	5.375
50.60925	-48.920	5.375
50.60930	-48.805	5.374
50.60936	-49.164	5.372
50.60940	-48.828	5.365
50.60945	-48.805	5.368
50.60950	-48.569	5.369
50.60956	-48.660	5.374
50.60960	-48.592	5.355
50.60965	-48.714	5.360
50.60970	-48.813	5.353
50.60976	-49.080	5.356
50.60980	-48.950	5.358
50.60985	-49.301	5.363
50.60990	-48.912	5.372
50.60995	-49.095	5.366
50.61001	-49.034	5.376
50.61005	-49.217	5.378
50.61010	-48.820	5.368
50.61015	-48.813	5.378
50.61021	-48.798	5.365
50.61025	-49.095	5.365
50.61030	-48.943	5.355
50.61035	-49.187	5.362
50.61041	-48.988	5.370
50.61045	-49.095	5.376
50.61050	-49.042	5.385
50.61055	-49.500	5.379
50.61061	-49.370	5.366
50.61065	-49.438	5.369
50.61070	-49.255	5.362
50.61075	-49.408	5.373
50.61080	-49.088	5.374
50.61086	-48.759	5.376
50.61090	-48.653	5.364
50.61095	-48.439	5.366
50.61100	-48.386	5.361
50.61106	-48.508	5.370
50.61110	-48.416	5.370
50.61115	-49.065	5.383
50.61120	-48.782	5.374
50.61126	-48.965	5.374
50.61130	-48.927	5.366
50.61135	-49.088	5.366
50.61140	-48.836	5.361
50.61145	-49.126	5.358
50.61151	-49.034	5.350
50.61155	-49.164	5.355
50.61160	-49.004	5.359
50.61165	-48.698	5.379
50.61171	-48.615	5.376
50.61175	-48.660	5.376
50.61180	-48.561	5.364
50.61185	-48.210	5.360
50.61191	-48.111	5.351
50.61195	-48.462	5.358
50.61200	-48.370	5.356
50.61205	-48.698	5.362
50.61211	-48.698	5.355
50.61215	-48.973	5.356
50.61220	-48.920	5.347
50.61225	-48.447	5.351
50.61230	-48.355	5.355
50.61236	-48.943	5.365
50.61240	-48.935	5.368
50.61245	-48.668	5.382
50.61250	-48.660	5.370
50.61256	-48.248	5.373
50.61260	-48.225	5.361
50.61265	-48.187	5.365
50.61270	-48.157	5.356
50.61276	-48.241	5.360
50.61280	-48.248	5.351
50.61285	-48.569	5.353
50.61290	-48.576	5.337
50.61295	-48.820	5.345
50.61301	-48.882	5.345
50.61305	-48.279	5.364
50.61310	-48.256	5.368
50.61315	-48.233	5.395
50.61321	-48.233	5.377
50.61325	-48.073	5.369
50.61330	-48.027	5.351
50.61335	-48.180	5.358
50.61341	-48.218	5.353
50.61345	-47.928	5.363
50.61350	-47.882	5.371
50.61355	-48.332	5.372
50.61361	-48.416	5.366
50.61365	-48.882	5.381
50.61370	-48.973	5.360
50.61375	-48.752	5.371
50.61380	-48.836	5.366
50.61386	-48.347	5.365
50.61390	-48.294	5.357
50.61395	-48.317	5.362
50.61400	-48.340	5.358
50.61406	-48.271	5.363
50.61410	-48.256	5.357
50.61415	-48.424	5.367
50.61420	-48.500	5.364
50.61426	-48.424	5.378
50.61430	-48.500	5.378
50.61435	-48.828	5.384
50.61440	-48.943	5.376
50.61446	-48.531	5.378
50.61451	-48.523	5.360
50.61455	-48.393	5.363
50.61460	-48.416	5.346
50.61465	-48.813	5.355
50.61471	-48.912	5.347
50.61475	-48.889	5.360
50.61480	-48.920	5.352
50.61485	-48.775	5.360
50.61491	-48.775	5.360
50.61495	-48.782	5.355
50.61500	-48.820	5.361
50.61505	-48.615	5.367
50.61511	-48.592	5.362
50.61515	-48.782	5.379
50.61520	-48.859	5.369
50.61525	-48.363	5.372
50.61530	-48.317	5.369
50.61536	-48.653	5.356
50.61540	-48.828	5.352
50.61545	-48.775	5.359
50.61550	-48.859	5.341
50.61556	-49.156	5.354
50.61560	-49.393	5.349
50.61565	-49.072	5.347
50.61570	-49.126	5.317
50.61576	-48.615	5.322
50.61580	-48.584	5.319
50.61585	-48.965	5.321
50.61590	-49.156	5.349
50.61596	-48.843	5.362
50.61601	-48.828	5.359
50.61605	-48.691	5.351
50.61610	-48.683	5.348
50.61615	-48.500	5.350
50.61621	-48.691	5.346
50.61625	-48.615	5.360
50.61630	-48.668	5.362
50.61635	-48.798	5.361
50.61641	-49.004	5.365
50.61645	-48.683	5.366
50.61650	-48.721	5.359
50.61655	-48.637	5.365
50.61661	-48.851	5.355
50.61665	-48.676	5.356
50.61670	-48.653	5.350
50.61675	-48.485	5.354
50.61680	-48.485	5.353
50.61686	-48.431	5.355
50.61690	-48.645	5.346
50.61695	-48.668	5.343
50.61700	-48.874	5.341
50.61706	-48.492	5.336
50.61710	-48.515	5.355
50.61715	-48.416	5.359
50.61720	-48.660	5.363
50.61726	-48.805	5.368
50.61730	-49.232	5.368
50.61735	-48.851	5.354
50.61740	-48.691	5.352
50.61746	-48.668	5.356
50.61750	-48.752	5.361
50.61755	-48.538	5.357
50.61760	-48.805	5.359
50.61765	-48.790	5.360
50.61771	-49.080	5.360
50.61775	-48.973	5.359
50.61780	-49.011	5.348
50.61785	-48.981	5.343
50.61791	-49.179	5.335
50.61795	-48.828	5.339
50.61800	-48.798	5.351
50.61805	-48.691	5.350
50.61811	-49.141	5.355
50.61815	-48.965	5.356
50.61820	-48.882	5.360
50.61825	-48.668	5.349
50.61830	-48.836	5.358
50.61836	-48.737	5.343
50.61840	-49.377	5.346
50.61845	-49.118	5.350
50.61850	-48.950	5.352
50.61856	-48.927	5.354
50.61860	-49.210	5.357
50.61865	-49.095	5.365
50.61870	-49.164	5.370
50.61876	-49.118	5.364
50.61880	-48.706	5.370
50.61885	-48.691	5.351
50.61890	-48.737	5.349
50.61896	-48.721	5.350
50.61900	-48.988	5.356
50.61905	-48.912	5.350
50.61910	-48.805	5.369
50.61915	-48.683	5.361
50.61921	-48.668	5.364
50.61925	-48.592	5.358
50.61930	-48.988	5.367
50.61935	-48.904	5.366
50.61941	-48.889	5.375
50.61945	-48.904	5.370
50.61950	-49.255	5.370
50.61955	-49.171	5.358
50.61961	-48.782	5.354
50.61965	-48.645	5.341
50.61970	-48.683	5.346
50.61975	-48.607	5.348
50.61980	-49.423	5.362
50.61986	-49.316	5.362
50.61990	-49.210	5.370
50.61995	-49.133	5.369
50.62000	-48.927	5.383
50.62006	-48.897	5.367
50.62010	-48.828	5.367
50.62015	-48.889	5.351
50.62020	-49.171	5.341
50.62026	-49.225	5.341
50.62030	-48.615	5.354
50.62035	-48.615	5.356
50.62040	-48.767	5.362
50.62046	-48.729	5.355
50.62050	-48.782	5.361
50.62055	-48.630	5.348
50.62060	-48.943	5.350
50.62065	-48.965	5.335
50.62071	-48.622	5.339
50.62075	-48.531	5.326
50.62080	-48.645	5.336
50.62085	-48.660	5.321
50.62091	-49.110	5.319
50.62095	-49.026	5.288
50.62100	-48.637	5.299
50.62105	-48.553	5.301
50.62111	-49.019	5.319
50.62115	-49.011	5.345
50.62120	-48.683	5.345
50.62125	-48.630	5.345
50.62131	-48.813	5.353
50.62136	-48.798	5.356
50.62140	-48.676	5.362
50.62145	-48.660	5.352
50.62150	-48.668	5.357
50.62156	-48.721	5.338
50.62160	-48.775	5.343
50.62165	-48.767	5.337
50.62170	-48.691	5.337
50.62176	-48.828	5.333
50.62180	-48.393	5.338
50.62185	-48.363	5.325
50.62190	-48.134	5.341
50.62196	-48.065	5.334
50.62200	-48.546	5.341
50.62205	-48.660	5.342
50.62210	-48.210	5.355
50.62215	-48.149	5.348
50.62221	-48.042	5.362
50.62225	-48.012	5.360
50.62230	-48.050	5.351
50.62235	-48.149	5.350
50.62241	-48.431	5.352
50.62245	-48.523	5.337
50.62250	-48.187	5.364
50.62255	-48.195	5.350
50.62261	-48.325	5.356
50.62265	-48.470	5.344
50.62270	-48.119	5.343
50.62275	-48.111	5.332
50.62281	-48.470	5.341
50.62285	-48.531	5.332
50.62290	-48.126	5.337
50.62295	-48.058	5.332
50.62300	-47.806	5.352
50.62306	-47.806	5.343
50.62310	-48.035	5.348
50.62315	-48.141	5.357
50.62320	-47.935	5.352
50.62326	-47.989	5.349
50.62330	-47.989	5.356
50.62335	-48.035	5.344
50.62340	-48.187	5.343
50.62346	-48.386	5.339
50.62350	-48.203	5.333
50.62355	-48.271	5.322
50.62360	-48.225	5.324
50.62365	-48.317	5.325
50.62371	-48.302	5.337
50.62375	-48.439	5.346
50.62380	-48.035	5.356
50.62385	-48.088	5.355
50.62391	-48.164	5.356
50.62395	-48.332	5.337
50.62400	-48.317	5.333
50.62405	-48.538	5.288
50.62411	-48.538	5.295
50.62415	-48.645	5.301
50.62420	-48.454	5.309
50.62425	-48.637	5.341
50.62431	-48.065	5.341
50.62435	-48.012	5.332
50.62440	-48.187	5.334
50.62445	-48.462	5.333
50.62450	-48.332	5.339
50.62456	-48.409	5.349
50.62460	-48.386	5.358
50.62465	-48.622	5.361
50.62470	-48.561	5.365
50.62476	-48.576	5.354
50.62480	-48.645	5.350
50.62485	-48.981	5.342
50.62490	-48.691	5.344
50.62496	-48.737	5.346
50.62500	-48.553	5.342
50.62505	-48.592	5.339
50.62510	-48.111	5.325
50.62515	-48.111	5.326
50.62521	-48.195	5.330
50.62525	-48.592	5.335
50.62530	-48.561	5.338
50.62535	-49.065	5.343
50.62541	-48.767	5.326
50.62545	-48.965	5.326
50.62550	-48.645	5.321
50.62555	-48.798	5.320
50.62561	-48.622	5.371
50.62565	-48.729	5.378
50.62570	-48.775	5.385
50.62575	-49.011	5.391
50.62581	-48.851	5.350
50.62585	-48.576	5.347
50.62590	-48.592	5.343
50.62595	-48.676	5.350
50.62600	-48.607	5.347
50.62606	-49.004	5.347
50.62610	-48.805	5.348
50.62615	-49.179	5.350
50.62620	-48.943	5.349
50.62626	-49.065	5.356
50.62630	-49.088	5.348
50.62635	-49.416	5.341
50.62640	-49.400	5.333
50.62646	-49.156	5.331
50.62650	-49.049	5.334
50.62655	-49.164	5.338
50.62660	-49.118	5.345
50.62666	-48.859	5.354
50.62671	-48.889	5.345
50.62675	-49.118	5.349
50.62680	-48.920	5.342
50.62685	-49.225	5.343
50.62691	-49.026	5.338
50.62695	-49.004	5.341
50.62700	-48.882	5.335
50.62705	-48.965	5.330
50.62711	-48.965	5.322
50.62715	-49.461	5.294
50.62720	-49.248	5.274
50.62725	-48.988	5.287
50.62731	-48.859	5.291
50.62735	-48.958	5.307
50.62740	-48.820	5.342
50.62745	-48.813	5.346
50.62750	-48.744	5.336
50.62756	-48.897	5.336
50.62760	-48.836	5.323
50.62765	-48.996	5.327
50.62770	-48.935	5.323
50.62776	-49.309	5.330
50.62780	-49.324	5.331
50.62785	-49.194	5.337
50.62790	-49.141	5.336
50.62796	-49.156	5.352
50.62800	-49.133	5.338
50.62805	-49.408	5.350
50.62810	-49.408	5.342
50.62816	-49.088	5.339
50.62821	-49.049	5.326
50.62825	-49.149	5.322
50.62830	-49.034	5.314
50.62835	-49.599	5.321
50.62841	-49.599	5.324
50.62845	-49.049	5.346
50.62850	-48.988	5.352
50.62855	-49.042	5.356
50.62861	-48.996	5.351
50.62865	-49.477	5.353
50.62870	-49.515	5.355
50.62875	-49.263	5.411
50.62881	-49.225	5.385
50.62885	-49.332	5.385
50.62890	-49.210	5.387
50.62895	-49.095	5.331
50.62900	-49.126	5.328
50.62906	-49.362	5.342
50.62910	-49.377	5.326
50.62915	-49.507	5.325
50.62920	-49.538	5.311
50.62926	-49.385	5.320
50.62930	-49.507	5.318
50.62935	-49.156	5.327
50.62940	-49.171	5.322
50.62946	-48.996	5.336
50.62950	-48.988	5.327
50.62955	-48.790	5.324
50.62960	-48.744	5.316
50.62966	-48.813	5.314
50.62970	-48.882	5.314
50.62975	-48.973	5.334
50.62980	-49.110	5.341
50.62985	-48.988	5.360
50.62991	-48.912	5.355
50.62995	-48.996	5.351
50.63000	-48.973	5.326
50.63005	-49.301	5.322
50.63011	-49.438	5.317
50.63015	-49.171	5.334
50.63020	-49.103	5.335
50.63025	-49.095	5.350
50.63031	-49.187	5.314
50.63035	-49.194	5.315
50.63040	-49.225	5.307
50.63045	-49.286	5.319
50.63050	-49.408	5.339
50.63056	-49.400	5.341
50.63060	-49.423	5.331
50.63065	-49.240	5.329
50.63070	-49.248	5.322
50.63076	-49.164	5.330
50.63080	-49.149	5.323
50.63085	-49.210	5.344
50.63090	-49.248	5.332
50.63096	-49.019	5.341
50.63100	-48.943	5.342
50.63105	-48.965	5.340
50.63110	-49.004	5.339
50.63116	-49.507	5.340
50.63120	-49.713	5.328
50.63125	-49.202	5.329
50.63130	-49.194	5.324
50.63135	-49.011	5.332
50.63141	-48.981	5.336
50.63145	-49.606	5.341
50.63150	-49.820	5.334
50.63155	-49.446	5.322
50.63161	-49.400	5.314
50.63165	-48.904	5.306
50.63170	-48.882	5.309
50.63175	-49.355	5.314
50.63181	-49.614	5.321
50.63185	-49.225	5.351
50.63190	-49.316	5.338
50.63195	-49.072	5.352
50.63200	-49.171	5.337
50.63206	-48.729	5.326
50.63210	-48.615	5.332
50.63215	-48.912	5.332
50.63220	-49.202	5.331
50.63226	-49.194	5.324
50.63230	-49.385	5.317
50.63235	-48.859	5.329
50.63240	-48.843	5.327
50.63246	-49.019	5.332
50.63250	-49.416	5.336
